tc_name,BR_1268934_SRC,BR_1463735_SRC,BR_1432520_SRC,BR_1497738_SRC,BR_1463274_SRC,BR_1461828_SRC,BR_1443754_SRC,BR_1443632_SRC,BR_1282551_SRC,BR_1418983_SRC,BR_1291175_SRC,BR_1513270_SRC,BR_1450216_SRC,BR_1436749_SRC,BR_1299787_SRC
TC_165_TRG,0.7296523373554229,0.7965788655976452,0.7423292207346686,0.7726155884689228,0.751875032854759,0.7873026343246835,0.7467731358734179,0.8244372774668363,0.7684802234525456,0.7457144871779806,0.7443328231920562,0.705372199695532,0.7656426987966681,0.8127756110429682,0.6785156648867632
TC_19_TRG,0.8337575692010434,0.8474688505903623,0.8274443802331217,0.8469895926438922,0.8180719172600533,0.8591982467079464,0.8066938128809977,0.8296620870219183,0.859641219526844,0.8263860594310557,0.8413628560442251,0.82189342828735,0.8410826208698327,0.8551198998323954,0.7896044796071076
TC_152_TRG,0.8206407185300584,0.8040356507050008,0.8302752829585034,0.8064779296260642,0.8178671087987823,0.8019729047997448,0.7626652229421633,0.7904175742409241,0.8380035276991097,0.8008487104970151,0.8152744749733434,0.8058916175853864,0.854678437958725,0.8629883061825633,0.7748458718130817
TC_16_TRG,0.8453373372384365,0.8870595761315393,0.8555812069501212,0.8735366381491282,0.8340338043987324,0.8729580352709049,0.8533069611878004,0.8779291983722625,0.9218831229906954,0.8687241564492497,0.8969731949311968,0.876247150675885,0.9119659514396066,0.8553341145568578,0.8247821857003855
TC_160_TRG,0.8573779532718044,0.9242808244379106,0.8724542317306607,0.9014821613356993,0.8736622448889396,0.8827256740718437,0.8500159686542168,0.8899354317154249,0.8974645056395708,0.8593802959106492,0.8787166360600261,0.8599836445500074,0.8975783002131302,0.8853252529374732,0.8317612959799098
TC_169_TRG,0.7554915577784612,0.8340647643291369,0.7583294128958449,0.7949238437653469,0.7680093431757671,0.8042087017953486,0.7516191605365712,0.8210566255575719,0.8004664680132253,0.7521102213857148,0.7665209377159743,0.7204395569909737,0.7934465302595247,0.8383706974668435,0.7255978175192208
TC_145_TRG,0.8241763862896099,0.8226725117401843,0.8392553498223343,0.8249316627089838,0.8311209064184674,0.8172411737969388,0.7866116909887574,0.8124986140519158,0.8506502571905821,0.808741868266327,0.835046294096189,0.8266114469619527,0.8639844499297105,0.8706388567202883,0.7958279694830876
TC_15_TRG,0.7927092557203697,0.8232955459128832,0.786705603208648,0.8015423253490102,0.7699990898868296,0.7868139796088899,0.7594220465344547,0.7657192716626031,0.8359951378683641,0.7576898161609806,0.8041212624906643,0.7916797939671204,0.833691077762535,0.8184322490516428,0.7817290053724024
TC_149_TRG,0.8569853563631652,0.820409036659323,0.8490202795481137,0.8219255097203548,0.8334945330061833,0.820033789412006,0.7920882076390257,0.8055363852816634,0.8490508721692458,0.8277253943422483,0.8417766264482994,0.8499923878841836,0.8798176506187566,0.855708267374814,0.8157031553469567
TC_167_TRG,0.8144316187285267,0.8662340930428442,0.7930563021835332,0.8558823341507287,0.8270108768459344,0.8638389822322615,0.841552442343318,0.8576886793707179,0.853493543664772,0.838477614081174,0.8391212678587856,0.7866507852161702,0.8173323550897192,0.8337808178113068,0.7781091443496149
TC_13_TRG,0.8484780557737724,0.9019630273433226,0.8657720857061997,0.8915071687079504,0.8779088606768546,0.8886167413469762,0.8934687717721294,0.9027665119520553,0.9000789029100863,0.8686951917714092,0.9013345929474081,0.8620397579186586,0.8937491253850901,0.8582507212581807,0.8769348944587831
TC_14_TRG,0.8686576744831984,0.9131011976700469,0.8782718661395259,0.9031519480357194,0.8604915002112599,0.8926498823274347,0.8971239273233743,0.9009151294456295,0.9364396615094118,0.8824070247755513,0.9253617155645006,0.8914220099798199,0.9300214622510814,0.8586930453582997,0.8674302941929357
TC_17_TRG,0.8179182791060089,0.8505949132625271,0.8143345266553417,0.8250353111517705,0.8320620316024647,0.8238232464586723,0.7767716986492808,0.7992344446411035,0.8364022180898634,0.7756700981750817,0.8096336504261461,0.8053151529641411,0.8355351410093611,0.8942963126967336,0.7636395049014455
TC_18_TRG,0.8687832091563163,0.8666237845763182,0.8896492969637937,0.880810566122761,0.8232208311776693,0.874561907780956,0.8551546586453197,0.843767227538541,0.8969892995914229,0.8607842807077474,0.9118936939206437,0.8537888721206108,0.8740939044033552,0.87740897689892,0.8475159411918293
